CGPA,Internships,Projects,AptitudeScore,SoftSkillsRating,Backlogs,PlacementTraining,PlacementStatus
6.852298530174345,5,2,67.13376575583193,9.518228437740406,3,No,Placed
7.347779056379039,4,4,94.59322381817097,1.84782832074315,2,Yes,Placed
5.947356795421428,2,4,67.24576553128223,3.20878017342985,2,No,Placed
5.649607526677358,1,7,45.44778045389306,5.390742136347299,1,Yes,Placed
7.378524631129669,5,2,61.44089138507758,5.19954768146323,1,Yes,Placed
6.13454674525442,3,2,98.28566003107164,8.976607821520782,3,No,Placed
8.349069973412552,1,1,92.59083882299917,1.1786855831578735,0,No,Placed
7.185759594361654,0,3,70.83002403302167,8.147667124735582,2,No,Placed
9.163390980289186,2,4,59.72995777903076,2.3500998688960664,1,Yes,Placed
8.501325510011245,3,3,49.84124232383397,3.01082489820519,2,Yes,Placed
6.561833206910205,3,5,48.27213517114516,1.6207379151942258,1,Yes,Placed
9.161299006976005,0,0,49.34346072963392,6.920912676470657,1,Yes,Placed
9.023821787484009,4,5,71.92276253955293,4.712649464629077,1,No,Placed
6.937391895150872,1,7,81.97606404533009,3.316325786592696,3,Yes,Placed
6.44164051965122,1,6,57.78431379766536,8.53986345434263,1,Yes,Placed
8.412477519874878,4,3,99.05434974946117,9.502753725378357,3,No,Placed
5.698762418046549,4,5,68.00813709756137,5.747298916967333,2,Yes,Placed
5.999541012375541,4,6,75.73498779350919,8.20592799451916,3,No,Placed
5.036811348755028,0,3,72.15879777074096,1.6964342716687189,0,No,Placed
8.934621887510692,2,3,86.26187224042434,7.189627887614415,0,Yes,Placed
8.32425428296016,1,7,96.13762220877858,5.127809998363908,2,Yes,Placed
8.525826893131676,3,6,90.84110660477592,7.627711554878279,2,Yes,Placed
8.903645155109839,5,7,70.89042879744301,2.1630338717241626,0,No,Placed
7.2945788776917,0,6,96.30734201726881,9.277811300440138,3,Yes,Placed
7.843705979764469,3,3,65.124876327434,8.920258377352429,3,Yes,Placed
5.698984990638287,2,3,44.427708304420804,4.402712963270414,0,Yes,Placed
5.572650367679867,2,7,47.95946598837001,2.043170894545542,2,No,Placed
8.342014808952358,5,3,97.12710748428691,3.891398134403479,2,No,Placed
7.355481030715662,4,7,96.40308343745542,8.160295666596049,1,No,Placed
7.826180532405944,0,4,94.82308327805441,1.683914418359916,0,Yes,Placed
8.824994287080127,2,5,85.08906427793985,5.354479551295139,1,Yes,Placed
8.173591600002954,4,5,80.75689868744831,1.5803970654800374,3,Yes,Placed
7.7678970032899795,0,6,90.25717877783798,8.191168051311143,2,Yes,Placed
7.796035803727068,3,1,66.71797961166787,1.4179875106618818,1,No,Placed
6.519750490313061,2,0,72.84052655079637,6.952660896952235,2,No,Placed
5.154089172839697,0,2,93.8992022380994,3.906458427603662,0,Yes,Placed
7.183586946161812,5,2,43.406702667592704,9.316050441951468,1,No,Placed
6.072923364097646,2,3,73.79525312623403,3.5705257265204593,3,Yes,Placed
7.042643218623181,1,0,62.87186810844622,5.718299734923651,2,No,Placed
9.26701536634083,0,4,73.33396274158532,6.3285259038428645,2,No,Placed
6.169697429326703,0,1,97.43608192954838,8.450786471677665,1,No,Placed
5.29151370844533,1,5,87.14038042366046,8.351902277033926,2,No,Placed
6.406919460109982,4,6,68.59332541200999,4.325739644080768,2,No,Placed
6.467968788833418,1,7,80.84879832423118,1.3516295300977235,0,No,Placed
8.309582573634476,2,1,73.77465890354368,7.747233453014605,0,Yes,Placed
7.785160761706392,3,0,51.830867428893,8.268439685687024,1,Yes,Placed
8.919491045532068,2,3,67.36313561272667,7.1160596350100365,1,No,Placed
8.321567701636937,2,5,46.65355874062589,4.11890585421557,3,Yes,Placed
7.031934307200353,2,3,67.38057027020842,8.788406885323713,0,Yes,Placed
9.070101923330173,5,1,66.36416517998227,9.995264518987987,2,Yes,Placed
5.83486459953852,5,0,81.89952533641024,4.235148748994508,3,No,Placed
5.1135603656693025,1,1,56.16565962598988,7.2599527597351585,3,Yes,Placed
5.450239303878209,1,6,63.58093019850056,7.192830247742687,0,No,Placed
8.61179675298225,2,6,64.69516781365178,3.1809176591718926,0,Yes,Placed
7.309386151256937,1,6,50.30223459166575,4.2994257189133505,1,Yes,Placed
5.8063588951680085,3,4,83.95106203439009,8.438050682965843,2,No,Placed
7.505223875516817,3,0,80.1568636409316,7.254550224824121,3,No,Placed
5.761560513565842,2,5,64.04636049605624,8.942278569254407,0,Yes,Placed
8.48160187538868,2,4,49.50410787972023,9.833166658664146,2,Yes,Placed
7.230781377870153,5,5,87.24230544143117,4.762595557238828,3,Yes,Placed
6.905106130482412,0,4,81.57594862680318,7.417659409092813,1,No,Placed
6.507560445739383,4,1,79.85142128560778,9.106910392795864,1,Yes,Placed
8.151412965594442,3,5,96.7338468782156,8.885052563381725,3,No,Placed
6.809063052766952,4,7,88.21376726115615,5.5217052284363435,2,Yes,Placed
5.438249596580505,3,2,93.9235672528315,4.352222057669703,2,No,Placed
5.590029510602577,4,2,85.62870502311797,9.216150035564192,3,No,Placed
9.809488322747573,3,1,84.72912728123745,9.390575127627478,0,No,Placed
9.542903453538035,4,5,85.50416489330756,9.12134442786112,2,Yes,Placed
8.498535669053748,2,0,96.72396243993612,6.4858843518530085,0,No,Placed
6.329349807297598,5,4,71.49913992447772,5.07776101534882,2,No,Placed
9.845881886738619,1,5,64.62984563446291,7.657228074597712,0,No,Placed
8.893754519828972,4,2,97.67168371854027,5.697259766621166,3,Yes,Placed
8.584450945794979,1,3,98.1348736628362,4.43822299205342,1,Yes,Placed
7.246807510718943,4,1,92.3452456842122,5.482356921997148,1,Yes,Placed
6.361207809225795,5,4,74.48039803247835,6.30214808222442,1,No,Placed
5.481954810767497,1,1,77.60378836851969,4.096364709962044,2,No,Placed
9.513011982719208,3,4,66.92428122013506,1.3724559680374022,0,Yes,Placed
7.278881449168056,3,4,52.63385009071181,7.857485300882907,2,Yes,Placed
6.011816823976152,2,5,46.065880374907266,5.902578952697967,1,No,Placed
6.529783120753263,1,7,40.74126020712809,1.4514193393598571,2,Yes,Placed
7.89609784470948,3,5,52.77654660647379,5.608648300311835,0,No,Placed
5.883863914696159,4,2,72.30472659336935,4.246556972875244,2,Yes,Placed
9.283071420461878,2,1,94.08815048503655,5.351284816965243,2,No,Placed
8.79259764917605,2,3,64.92614060726815,5.467436674501752,3,Yes,Placed
8.597314779754685,5,5,78.45129916228056,9.94587967810419,2,No,Placed
7.160465198875519,4,3,67.75588922654457,4.110038803088119,2,Yes,Placed
8.136544203512216,4,2,40.82041253134252,1.3552951063942908,1,Yes,Placed
7.9204898445636776,3,5,65.6558152391542,6.3628432246521065,2,Yes,Placed
8.2492330077741,0,0,62.25025275634326,3.696900345395743,1,No,Placed
5.422221605699446,0,6,58.99286787945973,7.757921892325896,0,Yes,Placed
7.079037010853048,0,6,58.34460340045653,8.602146671954852,1,Yes,Placed
5.208070869309463,1,0,49.14023459032745,4.9500677756258025,3,Yes,Placed
7.469954096222595,0,6,75.01379373575574,7.656092165782738,0,Yes,Placed
6.649306061663927,2,4,88.19404640044726,9.03139292208618,2,No,Placed
5.7226209443302345,0,6,89.97489760867221,9.856724227482507,1,Yes,Placed
5.517014838612758,5,6,56.10747830643157,6.944135986270524,2,No,Placed
7.93822286088856,2,3,57.21905117425738,9.21817195077351,0,Yes,Placed
5.852964842684431,0,6,57.0500053743446,2.754839396349349,3,Yes,Placed
9.625600591883986,1,6,49.64840443985891,3.472686508577863,1,Yes,Placed
7.905305698501975,1,5,77.44708519750733,2.853908725958298,1,Yes,Placed
6.734349022674185,4,2,48.789683472431605,7.079946830860472,3,Yes,Placed
7.954577457407083,4,1,63.8887591429668,7.496869563662777,1,Yes,Placed
5.114019355148487,2,2,72.5599073646941,9.370072502591125,3,Yes,Placed
9.792796066207227,4,2,80.63666664290444,7.176364149052975,0,Yes,Placed
7.411517184714501,0,2,98.04003251594365,1.5838907683864996,3,No,Placed
8.91367613625143,1,6,89.02832898500735,8.516197826089519,3,Yes,Placed
5.4136499996121925,0,5,63.62813435085124,2.950054570450835,1,No,Placed
7.433291654190802,2,2,89.72202794539359,6.685675975382368,0,No,Placed
7.453534971772605,0,1,56.84057280291367,9.396029963275984,1,Yes,Placed
9.689132274874915,4,5,80.72064129604857,7.1683105171696155,3,No,Placed
7.858640261880377,3,0,52.367190199193715,4.887837179630884,2,Yes,Placed
7.367447005284769,4,4,66.20797282050214,4.591088289507656,0,Yes,Placed
6.334878315459468,3,2,76.84541198643102,1.2781994758455073,1,Yes,Placed
6.657844986712761,0,4,88.71131679511642,7.860115898412907,3,Yes,Placed
7.603362012357689,2,3,95.86625704995932,1.2824783887011049,0,Yes,Placed
7.194557301525234,0,0,98.78392438180848,9.213756038937923,3,Yes,Placed
5.108060399401652,0,2,90.78478234431361,5.261960064292938,2,Yes,Placed
9.131459620971789,5,4,51.51443786192464,1.0960122910763572,3,Yes,Placed
9.480803859198833,5,5,91.03490662993026,5.944092986595856,3,Yes,Placed
5.701245444993054,0,7,75.13568569616008,4.343831314330801,3,Yes,Placed
7.770180717695247,2,0,62.41757047846543,6.138717984768774,3,Yes,Placed
5.542878705677218,1,5,58.17623453399463,1.287846506052552,2,No,Placed
8.361200465199058,2,5,83.28190830489709,6.841297200019202,1,No,Placed
6.406168919195042,3,0,65.8243356657757,5.393510124818999,0,No,Placed
8.29711317345951,2,2,91.8024759913567,7.125843150952103,1,No,Placed
8.634973071434413,4,1,96.75525172631797,1.9887798692633594,0,No,Placed
8.843237459588286,0,1,93.42990677670501,9.830369758012512,0,Yes,Placed
5.538704729779483,3,2,67.84331639770686,4.5151961963111935,2,No,Placed
9.58005922568804,4,1,92.96907329557347,7.093233296187561,2,Yes,Placed
6.151069954474404,3,4,75.91295961402363,1.6951296799941817,1,Yes,Placed
5.187062780880899,3,1,51.05119424899152,5.757933501055386,0,Yes,Placed
7.774262346957417,3,1,45.288617853276435,1.4159906764412016,3,No,Placed
6.854611419312194,0,6,42.67895196074698,5.5301366290219125,1,Yes,Placed
9.148948715662065,4,4,42.486730137525065,6.370306305180489,0,No,Placed
9.04125736032151,1,2,89.01865437949391,8.892967175139864,3,No,Placed
6.585694464113577,1,6,47.93045808288005,6.874924834886143,1,Yes,Placed
9.764496975348726,3,6,93.2069313988317,4.406552790289267,2,Yes,Placed
6.4545891907005934,3,0,57.62153051385247,8.428359742139296,2,Yes,Placed
7.575285646158573,2,2,99.55711010609741,5.033491585994606,2,No,Placed
6.279825452838014,0,4,66.26141615319521,5.643036535809309,1,Yes,Placed
9.680217850244816,5,0,49.05849586203951,3.607674924895984,0,Yes,Placed
5.82303908791009,4,5,53.65499105453634,5.739059109963252,3,No,Placed
5.224553096961645,2,0,52.820799997100934,7.330124636724966,0,No,Placed
7.17548530001519,2,7,49.759114883106214,4.525117291228021,0,No,Placed
9.961877820279184,5,2,87.7592111212157,1.7847909087742244,2,No,Placed
9.45838633127457,2,4,48.57625040236566,8.752986548951476,3,Yes,Placed
8.743040097284746,1,6,69.10374745048908,7.73434183134633,3,No,Placed
9.453962454392624,1,4,89.24269552351659,2.919635758115682,1,No,Placed
9.467233198489316,3,4,76.19180053409937,5.080146593961819,1,Yes,Placed
7.594291801932245,4,7,85.04297279315445,7.501781608198195,0,Yes,Placed
6.579645259153965,1,5,46.55517876798291,6.748829937308995,1,Yes,Placed
8.86006216055494,1,3,89.69207148598989,5.602773855545381,2,Yes,Placed
8.308306315838806,5,3,75.86954314850182,1.1503796272342068,1,Yes,Placed
6.86828864436855,0,5,40.26972268604667,9.504142082999023,3,Yes,Placed
5.472333340307577,3,2,89.38134529581144,7.286411516285138,1,Yes,Placed
8.73394805674513,1,0,79.41530636869238,8.24385460849239,2,Yes,Placed
6.3123025796143235,3,5,40.946059369858716,9.906703898154857,0,Yes,Placed
9.684065752668896,2,5,87.19266894814787,3.6660429019655987,0,Yes,Placed
6.204852875028424,0,4,99.24471436689764,1.2521015015342758,2,Yes,Placed
5.61378966205743,1,2,78.98741589158608,1.5718973823965907,1,No,Placed
9.15556336062453,2,0,90.80112737244818,6.551158311450176,0,Yes,Placed
5.7664215831224706,0,1,91.6046295716952,5.63705741047114,2,Yes,Placed
5.896341540788695,3,4,99.72767392796457,3.4576969269696867,1,Yes,Placed
7.996913957604217,4,0,55.23181893351175,1.3447382058849917,1,Yes,Placed
9.372810204187322,1,5,68.69578615610028,9.09651352226872,1,No,Placed
5.982173328572866,5,1,63.97142769790486,8.712138041054102,1,Yes,Placed
6.551618364500474,4,2,81.9977916115543,3.882484924442128,0,Yes,Placed
8.887024191205889,0,7,78.0684892300048,6.392932860954209,3,Yes,Placed
9.859132130304836,2,2,67.26183228624114,1.2588723911777522,2,No,Placed
7.503705931011711,3,3,95.78885518175173,2.8402422766052977,3,Yes,Placed
5.719487512756254,3,6,94.16379837626188,8.361227234276582,1,Yes,Placed
5.069681438541008,2,0,47.817223287755404,3.999429733174459,0,No,Placed
6.148280149994276,2,2,67.26202059985349,8.111903669688731,0,Yes,Placed
5.6591110889326055,3,3,40.411535954854564,8.19795184068784,1,Yes,Placed
8.388293368064287,4,2,75.31359410611012,1.8636057353593367,2,Yes,Placed
5.609162523142656,5,7,91.78271717365685,4.241936189248668,1,No,Placed
7.531649658103165,0,6,77.50868501200247,3.841761484732059,1,Yes,Placed
8.471312178214433,0,0,59.2060141030975,3.856658895951279,3,No,Placed
7.905583046104512,3,7,95.08305170855908,6.535027940107192,2,Yes,Placed
5.998878258300288,2,1,91.31411333651995,3.8372108234397633,0,No,Placed
9.020622630911314,5,1,92.9105122473684,4.565917819408335,3,Yes,Placed
8.577035648079008,3,5,84.3835473799803,8.49828150908986,1,Yes,Placed
8.694920019577708,1,3,45.19217189203593,7.888881682279596,0,Yes,Placed
5.6552887577865665,5,0,74.99639470858469,6.67119771777375,1,No,Placed
5.618769018251723,5,0,73.33197494826884,4.442506630877475,2,Yes,Placed
9.637812755032538,0,5,95.87906691251138,1.4163361645743997,1,Yes,Placed
6.987890969124703,5,3,88.10165753219974,1.9293811771530973,0,Yes,Placed
6.504743458904699,2,3,54.69968251647912,8.706943875459105,0,No,Placed
7.442920226757667,1,2,85.45172844650041,4.334951074219174,1,Yes,Placed
8.314321063817912,0,1,62.56354567600527,9.013751379262212,3,No,Placed
9.77811628523485,0,6,62.80363079614089,6.936646078849591,0,Yes,Placed
6.432231134410275,0,3,94.75984132541822,3.2553214270605197,3,No,Placed
9.624042146560136,4,7,44.807815969181924,9.705646918728196,3,Yes,Placed
5.124297456931282,5,4,50.20219511921114,7.588679498830413,1,No,Placed
7.775990211634124,5,0,64.87197144523242,9.133997332264132,0,Yes,Placed
8.169875558405426,3,3,66.62339058557139,9.258750889668542,1,Yes,Placed
5.529487018753766,1,6,94.51717340333792,6.022526598765953,0,No,Placed
5.701697985319563,5,0,77.987562355115,8.58259676800521,3,Yes,Placed
7.095571596581519,5,1,74.3397831046538,4.379022259885922,2,Yes,Placed
9.831159560715909,2,4,83.0289285094905,8.434518320116952,2,No,Placed
7.9802127661718645,1,2,43.96962968717629,8.450100971919394,2,Yes,Placed
9.665116108001056,5,4,71.66878830615806,4.214731515404732,2,Yes,Placed
9.021804578064854,2,7,81.1306582279077,9.698169178804319,3,Yes,Placed
7.336908007776458,3,5,91.18241857246609,5.093878605779841,1,No,Placed
8.923817246260937,5,2,40.98778757954636,5.0422153998481205,3,No,Placed
5.089183919884938,0,6,55.88101143145129,6.6721730713966485,2,Yes,Placed
5.545719983828675,1,0,52.80640404991122,9.690331969327437,0,Yes,Placed
9.147143074413682,1,6,91.75352571523527,8.903711228725589,1,No,Placed
8.984085441625808,4,0,63.644941179517595,8.834592113498926,3,Yes,Placed
6.163203709832168,0,1,96.89231256501478,7.906840842633817,3,No,Placed
7.653847952995267,0,2,85.71785131721559,6.528404857840245,3,No,Placed
8.030079103500055,1,1,91.74487416710672,5.626194287661111,1,Yes,Placed
9.338694768880057,2,7,90.26098800202813,7.700301959380833,2,No,Placed
8.01553578669363,4,5,49.47513405150097,2.9152842725297403,0,No,Placed
7.062857846368401,5,0,42.94503542375041,1.8681605244744168,0,Yes,Placed
6.870920217035914,3,5,75.14980842306683,1.5980592284383506,2,No,Placed
7.12941043186755,1,1,44.316811465249714,2.2725634643560064,2,Yes,Placed
8.25965512789987,3,5,74.26175195926544,8.048888097678986,1,No,Placed
9.337453158761624,4,7,54.17766278162887,2.536702536430258,3,Yes,Placed
7.269484410381499,0,0,96.89324869242135,1.640234785338647,0,Yes,Placed
6.239197814756791,5,3,66.74187661839589,8.151686036390533,2,No,Placed
6.183311814987905,3,5,77.64627407822319,4.02589483303863,2,Yes,Placed
8.730071401217232,4,6,75.79849809098265,4.456279778722031,0,Yes,Placed
9.082843817119551,0,5,95.38996008835461,6.168923287858782,2,Yes,Placed
5.526390399270625,5,3,89.34215100773847,7.672985273165527,1,No,Placed
5.332794284775891,5,0,87.52335316144463,5.8099985506843055,1,No,Placed
7.972168318782259,5,4,59.23681580853255,1.006813336867381,2,Yes,Placed
5.730866220963492,3,3,60.91913357158303,2.806073540875611,2,Yes,Placed
9.123320952281707,0,7,62.55458794813209,7.253078311182985,0,Yes,Placed
6.551673369620373,2,4,62.27251040017116,4.1963364445881615,0,Yes,Placed
5.7193596648557135,3,7,92.92018643745345,2.9072778592017414,2,Yes,Placed
9.604852362437251,2,4,69.07375383556666,9.772876619253665,0,Yes,Placed
5.827658613676391,2,1,79.92598220389706,2.2746691976834192,0,No,Placed
6.423600411689677,2,0,53.576257771888464,9.743530683141387,3,Yes,Placed
5.768066975960293,4,5,99.21145174094976,4.627498415731393,1,No,Placed
5.5774503183267745,3,1,97.68849952009298,1.2800544016513924,1,Yes,Placed
5.1057400816822005,4,3,76.23634049604755,4.41450615233782,2,Yes,Placed
5.276977045821301,0,5,95.2449085397659,9.263237702963213,0,No,Placed
5.873207354679264,1,1,90.05116649331868,8.788756129820325,2,Yes,Placed
5.266909663135877,5,0,45.596518999265506,2.0443107306947166,1,No,Placed
7.955719080554856,4,0,98.19810829651375,8.302819763938997,3,Yes,Placed
8.403572633997532,4,2,58.08188537857078,2.9222909674410698,2,Yes,Placed
6.9681522841601415,2,4,52.277529854746355,3.9148018955453203,1,Yes,Placed
6.589955484760247,2,3,99.43085056397221,6.956318428330129,1,Yes,Placed
7.52263118511115,3,0,46.142703938289806,9.046677681431664,1,No,Placed
9.375024711173042,4,4,78.49211646554801,8.803818295477365,1,No,Placed
9.25565813411103,2,7,95.95603698511539,5.246475686664575,1,No,Placed
5.21737531006396,5,1,99.46765957353188,9.863621876602183,3,Yes,Placed
5.90749204798262,2,1,92.41233872852071,5.536969582463483,2,No,Placed
6.18372435552198,1,0,94.02728239793352,4.809213088284844,0,Yes,Placed
6.2469378791610595,4,3,68.73639589599568,7.828074462235439,3,Yes,Placed
7.856163258713863,4,1,97.39667641858314,7.807517048531187,2,No,Placed
7.081312128515961,3,5,51.654522448832154,9.260853421057877,3,No,Placed
5.24627059963797,5,4,55.31362311730105,9.594141211785901,3,No,Placed
6.868070692297858,5,4,52.635786125257354,8.456324813169593,0,No,Placed
7.618764743588186,1,0,81.71064945445126,3.921856504040777,0,No,Placed
5.50835951451858,4,3,42.05511070264073,3.742149964845958,0,Yes,Placed
9.167292768942799,4,4,53.48956953545788,6.91412377201151,0,No,Placed
5.2598093323255215,5,5,67.12686526917649,9.000163283971471,2,No,Placed
9.62420934509031,3,7,61.87508727081174,7.1141445732864135,1,Yes,Placed
5.495565707899377,4,1,40.22892300549211,1.7947704928811468,1,No,Placed
9.217874757988763,4,7,53.87233766165627,6.5255918163621605,1,No,Placed
9.513265719638085,5,3,43.21224305312421,4.464693781792695,2,Yes,Placed
9.897853402932963,1,3,53.97652502653506,8.786865284091302,2,Yes,Placed
9.010129401367967,0,7,70.83778211887314,9.423702972920353,2,Yes,Placed
8.897387703856644,4,2,61.69998465978502,5.9283155669122305,2,No,Placed
8.21241637997774,3,6,89.49804010857919,2.17583040852541,2,Yes,Placed
8.894981772890645,5,4,62.69998163126835,9.86056538016899,2,No,Placed
5.672761042065735,0,2,63.96438087512333,8.524186203204392,0,No,Placed
7.680340179738186,0,2,58.90239204073168,3.670930478307284,3,Yes,Placed
7.571114350952072,2,7,49.39545420425714,8.724591550978381,2,Yes,Placed
9.287860720612787,3,6,52.115085317467745,9.75138576649472,0,Yes,Placed
7.313996827967579,5,6,95.62484246272585,7.765736315865432,2,No,Placed
6.925447480501767,4,6,70.50060487095027,4.673988006158646,0,No,Placed
8.19781635618555,4,2,94.73250895946421,7.605412326422999,1,Yes,Placed
6.332316587504231,2,7,75.93643306039718,1.2885547766826253,2,Yes,Placed
5.698842054769784,3,7,60.66911034120057,4.659092117170834,1,Yes,Placed
7.389386370118729,0,6,99.35138066628312,9.64805916490602,0,Yes,Placed
7.084446842974425,4,3,44.039183728380486,9.579530774222391,3,No,Placed
6.162849702644369,0,4,95.45951588680471,6.195914097192517,2,No,Placed
6.83755905057564,1,7,65.14027511760636,6.554675251786973,1,Yes,Placed
6.831962249131237,0,2,87.49975599298578,7.708975270636079,3,Yes,Placed
6.637477822062728,5,4,88.22529320310532,7.2650082634500714,3,No,Placed
6.897320398634645,1,7,58.40690639358234,8.03838141857406,2,Yes,Placed
8.428716727279728,1,0,44.74356658883043,9.622288756555816,0,Yes,Placed
6.484382372856427,5,4,87.28618207048349,7.8143626825160295,1,Yes,Placed
9.744289633576702,1,1,84.14162073325114,5.360526273039831,3,No,Placed
9.58174009769089,3,6,55.9332350496267,5.124845553982292,1,Yes,Placed
7.4045521415003925,0,3,90.79609143579316,8.682902600553719,3,Yes,Placed
6.641806025023444,2,4,73.17364312024793,2.056152373497799,2,Yes,Placed
7.677173949150015,5,0,85.8125772580052,8.210909327651768,2,No,Placed
9.242802443868122,1,0,68.50814237765357,4.319362803976661,1,Yes,Placed
8.262936702800511,2,6,45.53234890665536,7.726718048783441,0,Yes,Placed
9.021959139735387,5,7,45.147671344600816,5.909299814331374,2,Yes,Placed
7.663611380328701,3,2,80.3928168470079,4.146393580082954,1,No,Placed
8.164588146338104,5,4,99.93879058419628,9.308855723061852,1,No,Placed
6.440778070912309,2,0,86.50927256485419,1.1258715860085786,2,Yes,Placed
8.674465811551453,1,0,67.63304832494846,2.8825539688596136,1,Yes,Placed
6.012022965628592,0,5,92.54221889074266,5.229688232990486,1,Yes,Placed
8.473990644092492,2,1,69.1461119769282,6.302542949971753,2,No,Placed
9.303595341629471,0,4,74.06307514832206,7.158813319979275,0,Yes,Placed
5.6605141865077195,3,5,60.04399847661504,4.026710153416999,2,Yes,Placed
8.0718987027096,0,1,80.72558866365789,5.426829810126103,2,Yes,Placed
5.475478741149673,0,5,74.18904558948715,4.145068970362499,0,No,Placed
8.628578141357135,3,1,96.4245668702205,1.6685111669994073,1,Yes,Placed
5.422466094117601,3,3,63.751691887772985,7.872652506776561,1,No,Placed
9.67969911350313,1,5,69.55955306056607,4.176236470369277,0,Yes,Placed
5.687039650189011,4,3,50.39038226572275,5.764620288714478,2,Yes,Placed
9.794401229545402,2,1,86.31164930222258,2.0913643927035035,1,No,Placed
9.004420880425483,1,5,98.98810344662918,4.922168669769339,2,No,Placed
7.968410022331771,2,0,98.69718785520288,8.287384519184357,2,No,Placed
8.913120523147734,5,7,68.64568593000656,5.264538574208433,1,Yes,Placed
8.97557419491543,3,7,71.76924318299957,8.691614850726584,1,Yes,Placed
9.73013531408665,5,6,57.97435937522314,9.079998427331814,0,Yes,Placed
6.2669167691959355,5,2,98.24065314489434,2.446678637721383,3,Yes,Placed
7.950379476791546,1,0,46.92985077433044,8.491598965123458,3,No,Placed
5.4752459878220066,0,7,86.67618284893716,2.4186471198941875,2,No,Placed
8.080828500120607,4,5,73.60795585123454,7.426085227023011,0,Yes,Placed
5.856456520463944,2,3,78.7182950004738,4.290942298998216,0,Yes,Placed
7.8247530573622095,2,1,77.94639726097644,5.430571840569747,2,No,Placed
7.862152570169249,0,7,66.18215049677096,4.186735193768426,2,Yes,Placed
7.329925764906137,0,3,71.22101874867153,7.443123564633367,3,No,Placed
7.613158877565614,5,3,81.84778038621995,1.9800662715033364,2,No,Placed
8.81961695003294,0,6,97.06313417528703,6.852663275256516,0,No,Placed
8.996223582560333,5,5,64.50322029431294,2.8105819399548366,3,No,Placed
7.460766077877146,1,3,66.75021712130012,6.029521803091572,3,Yes,Placed
7.997967207613062,0,7,50.536209421825575,8.228728075619378,2,Yes,Placed
9.65618117845051,3,3,80.39462106251823,1.4368336083931053,0,Yes,Placed
5.598667942505614,0,2,95.09245873177439,6.0865841192186565,3,No,Placed
5.585517829500553,1,1,71.94181592862692,7.84617199435897,3,No,Placed
5.438545059553842,0,0,54.37921127614427,5.067930916631429,0,No,Placed
8.289316425202639,0,0,67.78351853396742,3.920961839271701,2,Yes,Placed
7.0930415039518975,0,3,68.45809236572782,8.819608331218936,1,Yes,Placed
8.871607080709216,5,7,54.23967999770663,1.826172574730081,2,No,Placed
8.356157066542963,0,6,73.44237979989964,1.386407561800661,2,Yes,Placed
6.668188791641191,1,1,76.98119259842034,6.657700270938124,2,No,Placed
9.491832736807678,0,4,55.273772397422235,8.704050877541606,0,Yes,Placed
